#name	name2
NM_032291	SGIP1
NM_001142495	MYO5A
NM_018728	MYO5C
NR_102334	WDR72
NM_022841	RFX7
NM_173814	PRTG
NM_170696	ALDH1A2
NM_020980	AQP9
NM_000236	LIPC
NM_001110	ADAM10
NM_001040453	FAM63B
NM_001040450	FAM63B
NM_018080	VPS13C
NM_020821	VPS13C
NM_001018088	VPS13C
NM_001145646	APH1B
NM_001256702	USP3
NM_015042	ZNF609
NM_022048	CSNK1G1
NM_014326	DAPK2
NM_197960	DPP8
NM_001127890	SPG21
NM_025201	PLEKHO2
NM_005902	SMAD3
NM_006305	ANP32A
NM_001004439	ITGA11
NM_018003	UACA
NM_024817	THSD4
NM_033238	PML
NM_001142443	EDC3
NM_001145335	UBE2Q2
NM_152335	C15orf27
NR_024595	DNM1P35
NM_001265604	MORF4L1
NM_000743	CHRNA3
NM_000137	FAH
NR_028330	ST20-AS1
NR_033833	LINC00927
NM_172217	IL16
NM_001172128	IL16
NM_001080532	TMC3
NM_001080435	WHAMM
NM_001287762	SLC28A1
NM_001287761	SLC28A1
NM_001270546	AKAP13
NM_013227	ACAN
NM_001135	ACAN
NM_003870	IQGAP1
NM_014848	SV2B
NM_001039675	UNC45A
NM_001145044	SLCO3A1
NM_013272	SLCO3A1
NM_207446	FAM174B
NM_001271	CHD2
NM_001159643	MCTP2
NM_018349	MCTP2
NR_024172	LINC00923
NR_024173	LINC00923
NM_152334	TARSL2
NR_038836	CHEK2P2
NR_027411	GOLGA8CP
NM_001145004	GOLGA6L6
NM_207355	POTEB3
NM_001277304	POTEB
NR_028506	NF1P2
NR_024387	CXADRP2
NR_027053	LOC646214
NR_028506	NF1P2
NM_001277304	POTEB
NM_207355	POTEB3
NM_001005241	OR4N4
NR_027407	GOLGA8DP
NM_001001413	GOLGA6L1
NM_001102610	TUBGCP5
NM_001184889	NIPA2
NR_024074	GOLGA8IP
NR_036470	HERC2P7
NR_033350	GOLGA8EP
NM_019066	MAGEL2
NR_026647	PWRN2
NM_018958	NPAP1
NM_000462	UBE3A
NR_038851	LINC00929
NR_033351	GOLGA8F
NR_033353	GOLGA8G
NR_033351	GOLGA8F
NR_033353	GOLGA8G
NR_036443	HERC2P9
NR_047567	GOLGA6L7P
NR_026589	WHAMMP2
NM_001282472	GOLGA8J
NR_026771	DKFZP434L187
NR_033933	GOLGA8T
NM_001243538	LOC283710
NM_001277308	GOLGA8O
NM_001282493	GOLGA8K
NR_036650	WHAMMP1
NR_102756	LOC100996255
NM_001191323	GREM1
NR_027409	GOLGA8A
NM_181077	GOLGA8A
NM_005159	ACTC1
NM_014106	ZNF770
NM_173611	FAM98B
NM_207444	C15orf53
NR_040060	SRP14-AS1
NM_001003943	BMF
NM_001276717	PAK6
NM_001284299	PLCB2
NM_001159508	IVD
NM_033510	DISP2
NM_001080792	C15orf57
NM_001289132	C15orf57
NM_015138	RTF1
NM_006293	TYRO3
NR_033151	PLA2G4F
NM_153260	LRRC57
NR_027514	CCNDBP1
NR_045998	CCNDBP1
NM_001286414	TUBGCP4
NM_152455	ZSCAN29
NM_016400	HYPK
NR_003571	PIN4P1
NM_001167941	WDR76
NM_016396	CTDSPL2
NM_001284335	EIF3J
NR_034171	EIF3J-AS1
NM_001160227	SPG11
NM_003758	EIF3J
NM_182985	TRIM69
NM_152448	C15orf43
NM_175940	DUOX1
NM_014080	DUOX2
NM_004212	SLC28A2
NM_001482	GATM
NM_153616	SEMA6D
NM_153618	SEMA6D
NM_001145668	CTXN2
NM_205850	SLC24A5
NM_016132	MYEF2
NM_001184832	SLC12A1
NM_001194998	CEP152
NM_014335	EID1
NM_001144955	DTWD1
NR_024490	GABPB1-AS1
NR_026891	FLJ10038
NM_013243	SCG3
NM_001165257	SCG3
NM_001142885	TMOD2
NM_002748	MAPK6
NR_102751	LOC100129973
NM_006628	ARPP19
NM_001286495	FAM214A
NR_073510	ONECUT1
NR_102335	WDR72
NR_102336	WDR72
NM_004580	RAB27A
NM_183236	RAB27A
NM_004855	PIGB
NM_001033560	DYX1C1
NR_015419	LOC145783
NM_170697	ALDH1A2
NR_073415	HSP90AB4P
NM_033195	LDHAL6B
NM_004330	BNIP2
NM_004751	GCNT3
NM_004492	GTF2A2
NM_001018089	ICE2
NM_024611	ICE2
NM_207322	C2CD4A
NM_171846	LACTB
NM_001018008	TPM1
NM_001288585	LACTB
NM_016530	RAB8B
NM_015920	RPS27L
NM_206925	CA12
NM_203373	FBXL22
NM_001289108	FAM96A
NM_024798	SNX22
NR_110310	FAM96A
NM_148955	SNX1
NM_003099	SNX1
NR_073534	SNX22
NM_016213	TRIP4
NM_014736	KIAA0101
NM_001286499	PIF1
NM_182703	ANKDD1A
NM_139242	MTFMT
NM_001206836	RAB11A
NM_133375	DIS3L
NM_000968	RPL4
NM_001145102	SMAD3
NR_040054	IQCH-AS1
NM_015322	FEM1B
NR_026808	ANP32A-IT1
NM_001104554	PAQR5
NM_001008224	UACA
NM_182471	PKM
NM_018652	GOLGA6B
NR_103844	NPTN-IT1
NM_005576	LOXL1
NR_040067	LOXL1-AS1
NM_001199041	STRA6
NR_038449	UBL7-AS1
NR_038448	UBL7-AS1
NM_001130028	CLK3
NM_001127190	CSK
NM_000761	CYP1A2
NM_021819	LMAN1L
NM_020447	FAM219B
NM_001030005	CPLX3
NM_001178112	SCAMP5
NM_001178111	SCAMP5
NR_027024	LOC645752
NM_144572	TBC1D2B
NR_026998	LOC91450
NM_000745	CHRNA5
NR_036495	LOC646938
NM_015154	MESDC2
NM_001281805	FSD2
NM_001160113	C15orf40
NM_016073	HDGFRP3
NR_033738	LOC440300
NM_001243531	UBE2Q2L
NR_033787	DNM1P41
NR_003246	GOLGA6L5P
NR_003661	UBE2Q2P1
NR_038273	LINC00933
NM_181877	ZSCAN2
NM_020778	ALPK3
NM_022480	KLHL25
NM_178232	HAPLN3
NM_002666	PLIN1
NM_005829	AP3S2
NR_037582	AP3S2
NM_001282380	ARPIN
NM_182616	ARPIN
NM_198925	SEMA4B
NR_104604	TTLL13P
NR_028287	GABARAPL3
NM_006122	MAN2A2
NM_033544	RCCD1
NM_003981	PRC1
NM_018668	VPS33B
NM_001017919	RCCD1
NR_021493	LINC00930
NM_001166287	RGMA
NM_001166289	RGMA
NM_001167902	PGPEP1L
NR_003260	DNM1P46
NR_073405	PRKXP1
NM_014918	CHSY1
NR_051985	DDX11L9
NR_003659	WASH3P
NM_022845	CBFB
NM_001184999	KIAA0430
NM_001184998	KIAA0430
NM_024997	ATF7IP2
NM_032167	SNX29
NM_002738	PRKCB
NM_001214906	ZNF48
NM_017839	LPCAT2
NR_033959	SMG1P7
NM_001220489	CDH13
NM_016373	WWOX
NM_033401	CNTNAP4
NM_002434	MPG
NR_033645	LMF1
NM_001284501	NUBP2
NM_020825	CRAMP1L
NM_001116	ADCY9
NM_001079846	CREBBP
NM_004380	CREBBP
NM_001286403	CIITA
NM_001145204	SHISA9
NM_018340	CPPED1
NM_001099455	CPPED1
NM_001285447	PDXDC1
NM_001285448	PDXDC1
NM_001040114	MYH11
NM_022166	XYLT1
NM_153208	IQCK
NM_016641	GDE1
NM_017888	ACSM5
NM_182617	ACSM2B
NM_144672	OTOA
NR_027155	SMG1P3
NM_001135865	NPIPB5
NM_013302	EEF2K
NM_173615	VWA3A
NM_001039	SCNN1G
NM_015202	KIAA0556
NM_032815	NFATC2IP
NM_001145808	ITGAM
NM_000632	ITGAM
NM_001170634	FUS
NM_001170937	FUS
NR_024348	FBXL19-AS1
NR_026556	ANKRD26P1
NM_001281789	CNEP1R1
NM_001271620	ZNF423
NR_104042	CNEP1R1
NM_033119	NKD1
NM_020988	GNAO1
NM_001172501	SLC6A2
NM_018233	OGFOD1
NM_138736	GNAO1
NM_152727	CPNE2
NM_002996	CX3CL1
NM_001297	CNGB1
NM_003869	CES2
NR_036684	CES2
NM_181521	CMTM4
NM_024562	TANGO6
NM_018667	SMPD3
NM_006750	SNTB2
NM_001198543	HYDIN
NM_001198542	HYDIN
NM_001195139	COG4
NM_017558	HYDIN
NM_001172771	IL34
NM_001270974	HYDIN
NM_015020	PHLPP2
NM_001030007	AP1G1
NM_030581	WDR59
NR_027265	GLG1
NM_030629	CMIP
NM_022041	GAN
NM_005792	MPHOSPH6
NM_005153	USP10
NM_001272075	USP10
NM_016095	GINS2
NM_014732	KIAA0513
NR_024406	LINC00917
NM_001282683	FBXO31
NM_032451	SPIRE2
NM_014427	CPNE7
NM_022450	RHBDF1
NM_021259	TMEM8A
NM_148920	PIGQ
NM_024042	METRN
NM_145294	WDR90
NM_138769	RHOT2
NM_001005920	JMJD8
NM_022092	CHTF18
NM_058192	RPUSD1
NM_013404	MSLN
NM_001013638	PRR25
NM_005823	MSLN
NM_016541	GNG13
NM_014587	SOX8
NM_001172560	SSTR5
NM_001053	SSTR5
NM_001276414	UNKL
NM_005326	HAGH
NM_031208	FAHD1
NR_033914	LINC00254
NM_002952	RPS2
NM_000296	PKD1
NM_001009944	PKD1
NM_020705	TBC1D24
NR_040023	ERVK13-1
NM_016333	SRRM2
NR_027274	SRRM2-AS1
NM_020912	FLYWCH1
NR_033861	LINC00514
NR_047572	LOC100128770
NM_001198536	MEFV
NM_000243	MEFV
NM_033208	TIGD7
NM_001083600	NAA60
NM_001284528	ZSCAN32
NM_001190476	MTRNR2L4
NM_024845	NAA60
NM_015041	CLUAP1
NM_032444	SLX4
NM_024793	CLUAP1
NR_075083	NLRC3
NM_178844	NLRC3
NR_039999	LINC01569
NM_138440	VASN
NM_139170	C16orf71
NM_201598	EEF2KMT
NM_001278263	CARHSP1
NM_001424	EMP2
NM_152308	RMI2
NM_014153	ZC3H7A
NR_024049	BCAR4
NM_001130006	GSPT1
NM_002094	GSPT1
NM_001130007	GSPT1
NM_015659	RSL1D1
NM_003561	PLA2G10
NM_018427	RRN3
NM_001282507	NPIPA7
NM_001282507	NPIPA7
NR_003569	ABCC6P1
NM_001019	RPS15A
NM_001190983	COQ7
NM_001256720	CLEC19A
NM_014711	CCP110
NM_016235	GPRC5B
NM_174924	PDILT
NM_003361	UMOD
NM_001007240	GP2
NM_001008389	UMOD
NM_001010845	ACSM2A
NM_001142725	ERI2
NM_017736	THUMPD1
NR_026675	CRYM-AS1
NR_024456	LOC100190986
NM_130464	NPIPB3
NR_002594	SLC7A5P2
NR_027154	SMG1P1
NR_003676	LOC653786
NM_020718	USP31
NM_019116	UBFD1
NM_022097	CHP2
NM_006539	CACNG3
NR_037184	FLJ21408
NM_021798	IL21R
NM_001282524	NPIPB6
NM_001037808	EIF3C
NM_177528	SULT1A2
NM_177534	SULT1A1
NM_001287250	NPIPB9
NM_001037808	EIF3C
NM_014387	LAT
NR_037609	SLX1B-SULT1A4
NR_002473	SMG1P2
NM_003123	SPN
NM_152338	ZG16
NM_024307	GDPD3
NR_037609	SLX1B-SULT1A4
NR_002555	LOC613037
NR_002453	SMG1P5
NM_015527	TBC1D10B
NR_002473	SMG1P2
NM_012248	SEPHS2
NM_023931	ZNF747
NM_001172679	ZNF764
NM_152458	ZNF785
NM_024031	PRR14
NM_001172432	PHKG2
NM_014771	RNF40
NM_001272095	STX4
NM_014712	SETD1A
NM_001142778	HSD3B7
NM_001142777	HSD3B7
NM_025193	HSD3B7
NM_052874	STX1B
NM_001172668	ZNF668
NM_001039503	PRSS53
NM_014699	ZNF646
NM_024006	VKORC1
NM_022744	C16orf58
NM_016633	AHSP
NM_001288767	ARMC5
NR_024034	CLUHP3
NM_001130913	ZNF720
NR_109773	HERC2P4
NR_003083	SLC6A10P
NR_033985	FLJ26245
NR_040677	LOC100507577
NM_004352	CBLN1
NM_013263	BRD7
NM_182854	SNX20
NM_153337	SNX20
NM_001207030	LOC643802
NR_103838	FTO-IT1
NR_003276	CES1P1
NR_033740	CES1P2
NM_001025194	CES1
NM_001025195	CES1
NR_027078	LOC283856
NR_001447	MT1L
NM_001126108	SLC12A3
NM_032206	NLRC5
NM_002990	CCL22
NM_015993	PLLP
NM_020313	CIAPIN1
NM_022910	NDRG4
NM_002080	GOT2
NM_001286220	GOT2
NR_073520	TK2
NM_001172645	TK2
NM_001172644	TK2
NR_037613	CMTM3
NR_037619	CMTM3
NM_020786	PDP2
NM_024922	CES3
NM_001185177	CES3
NM_001185176	CES3
NM_003789	TRADD
NM_018378	FBXL8
NM_033309	B3GNT9
NM_013241	FHOD1
NR_027398	GFOD2
NM_001243650	GFOD2
NM_006742	PSKH1
NM_173215	NFAT5
NM_014062	NOB1
NR_003610	PDXDC2P
NM_017990	PDPR
NM_058219	EXOSC6
NM_012426	SF3B3
NM_001172772	IL34
NM_001099642	CMTR2
NM_001017967	MARVELD3
NM_001137675	ATXN1L
NM_001142317	TXNL4B
NM_014003	DHX38
NR_038234	LINC01568
NM_018124	RFWD3
NM_153688	ZFP1
NM_021615	CHST6
NR_074083	TMEM231
NM_024533	CHST5
NR_036460	ADAT1
NM_012091	ADAT1
NM_018975	TERF2IP
NR_104666	LINC01227
NM_001100625	CENPN
NM_001270474	CENPN
NM_052892	PKD1L2
NM_001076780	PKD1L2
NM_001278425	PKD1L2
NM_145168	SDR42E1
NM_002153	HSD17B2
NM_012213	MLYCD
NM_139353	TAF1C
NM_001243158	TAF1C
NM_021149	COTL1
NM_198491	FAM92B
NR_033984	LOC400548
NM_014615	GSE1
NM_001278184	GSE1
NM_001134473	GSE1
NM_002163	IRF8
NR_104139	LINC01081
NR_033925	FENDRR
NR_026674	FLJ30679
NM_001159379	MTHFSD
NM_001195124	C16orf95
NM_024735	FBXO31
NM_015144	ZCCHC14
NM_001243279	ACSF3
NR_024347	LINC00304
NR_046200	LOC400558
NR_045667	ACSF3
NM_174917	ACSF3
NR_104293	ACSF3
NM_182531	ZNF778
NM_001201407	ZNF778
NR_073516	SPATA33
NM_152339	SPATA2L
NM_000135	FANCA
NM_001286167	FANCA
NM_001113525	ZNF276
NM_152287	ZNF276
NM_001018112	FANCA
NR_110126	ZNF276
NM_002386	MC1R
NM_145039	CENPBD1
NM_001098173	PRDM7
NM_001481	GAS8
NM_001286209	GAS8
NM_001286208	GAS8
NM_001286205	GAS8
NR_027336	URAHP
NM_003342	UBE2G1
NM_001083585	RABEP1
NM_004703	RABEP1
NM_001146312	MYOCD
NR_104605	LOC101928418
NM_001288788	TOM1L2
NM_001282417	SLC5A10
NM_001991	EZH1
NM_198836	ACACA
NM_198834	ACACA
NM_003079	SMARCE1
NM_016835	MAPT
NM_003204	NFE2L1
NM_032043	BRIP1
NM_007372	DDX42
NM_199340	LRRC37A3
NM_203506	GRB2
NM_005993	TBCD
NM_001128159	VPS53
NM_018289	VPS53
NM_001256847	ABR
NM_052928	SMYD4
NM_006224	PITPNA
NM_024086	METTL16
NM_002558	P2RX1
NM_002208	ITGAE
NM_002663	PLD2
NR_034082	LOC100130950
NR_040000	LOC339166
NM_001165966	PITPNM3
NM_031220	PITPNM3
NR_037926	SENP3-EIF4A1
NM_020877	DNAH2
NM_017533	MYH4
NM_003802	MYH13
NM_003644	GAS7
NM_001130831	GAS7
NM_153210	USP43
NM_014859	ARHGAP44
NM_001135036	TVP23C
NM_001204478	TVP23C-CDRT4
NR_037924	TVP23C-CDRT4
NM_006311	NCOR1
NM_014695	CCDC144A
NM_201274	MPRIP
NM_030665	RAI1
NM_017758	ALKBH5
NR_036647	CCDC144B
NM_024052	GID4
NM_144775	SMCR8
NM_001243475	B9D1
NM_025142	TAOK1
NM_024683	TEFM
NM_001007025	GOSR1
NM_004871	GOSR1
NM_001007024	GOSR1
NM_001042492	NF1
NM_001104588	SLFN11
NM_152270	SLFN11
NM_080550	SYNRG
NR_073428	CWC25
NM_020405	PLXDC1
NM_183230	IKZF3
NM_183228	IKZF3
NM_004448	ERBB2
NM_183232	IKZF3
NM_001257408	IKZF3
NM_001257411	IKZF3
NM_001257410	IKZF3
NM_213662	STAT3
NM_004160	PYY
NM_001145147	CRHR1
NM_001145146	CRHR1
NM_001193465	KANSL1
NM_001193466	KANSL1
NM_015443	KANSL1
NM_006178	NSF
NM_001113738	ARL17A
NM_016632	ARL17A
NM_001256	CDC27
NM_001114091	CDC27
NM_002265	KPNB1
NM_001276453	KPNB1
NM_005831	CALCOCO2
NM_001261390	CALCOCO2
NM_001261393	CALCOCO2
NM_001261395	CALCOCO2
NM_002507	NGFR
NM_003786	ABCC3
NM_001130527	SPAG9
NM_001130528	SPAG9
NM_017763	RNF43
NM_018304	PRR11
NM_198393	TEX14
NM_001005404	YPEL2
NM_001282476	APPBP2
NM_001284333	TLK2
NM_001284363	TLK2
NM_005121	MED13
NM_025185	TANC2
NM_004459	BPTF
NM_182641	BPTF
NM_014877	HELZ
NM_080283	ABCA9
NM_001278433	PRKAR1A
NM_001267727	ARSG
NR_036488	LINC00673
NM_032646	TTYH2
NM_021734	SLC25A19
NR_036520	LOC100287042
NM_052916	RNF157
NM_025090	USP36
NM_004762	CYTH1
NM_001256071	RNF213
NM_020954	RNF213
NM_178520	TMEM105
NM_017450	BAIAP2
NM_198082	CCDC57
NM_004514	FOXK2
NM_175902	OGFOD3
NM_024648	OGFOD3
NM_001242780	LOC100506388
NM_013337	TIMM22
NM_001284499	SLC43A2
NM_152346	SLC43A2
NM_001164407	TLCD2
NM_001163673	WDR81
NM_002945	RPA1
NM_080822	OVCA2
NM_015229	CLUH
NM_000430	PAFAH1B1
NM_002551	OR3A2
NM_001170699	SPATA22
NM_080704	TRPV1
NM_080705	TRPV1
NM_145068	TRPV3
NM_004937	CTNS
NM_014604	TAX1BP3
NM_001114118	C17orf85
NM_144611	CYB5D2
NM_016376	ANKFY1
NM_001140	ALOX15
NM_001270481	PSMB6
NM_001014985	GLTPD2
NM_015716	MINK1
NM_001165418	SLC25A11
NM_015528	RNF167
NM_000080	CHRNE
NM_017986	SLC52A1
NM_001104577	SLC52A1
NM_032530	ZNF594
NM_153018	ZFP3
NM_004505	USP6
NM_207103	SCIMP
NM_001271842	SCIMP
NM_020162	DHX33
NM_001199699	DHX33
NR_027679	RPAIN
NR_027685	RPAIN
NR_027684	RPAIN
NM_001033002	RPAIN
NM_001162371	LOC728392
NM_033004	NLRP1
NM_024039	MIS12
NM_014922	NLRP1
NM_001258217	MIS12
NM_015253	WSCD1
NM_001285403	AIPL1
NM_001285400	AIPL1
NM_017523	XAF1
NR_046397	XAF1
NR_046396	XAF1
NR_046398	XAF1
NM_199139	XAF1
NR_002710	ALOX12P2
NM_201566	SLC16A13
NM_000697	ALOX12
NM_003985	TNK1
NM_020899	ZBTB4
NM_000747	CHRNB1
NM_001102614	SLC35G6
NM_001204510	EIF4A1
NM_001678	ATP1B2
NM_001080424	KDM6B
NM_005852	CHD3
NM_203411	TMEM88
NR_024349	LOC284023
NM_001005273	CHD3
NM_001165960	ALOXE3
NM_032354	TMEM107
NM_183065	TMEM107
NM_012393	PFAS
NM_152599	MFSD6L
NM_001080556	CFAP52
NM_002472	MYH8
NM_001100112	MYH2
NM_002470	MYH3
NR_034144	LINC00670
NR_034145	LINC00670
NR_104607	LOC100128006
NM_018127	ELAC2
NR_049718	COX10-AS1
NR_026880	MGC12916
NM_001042697	ZSWIM7
NM_016113	TRPV2
NM_020787	ZNF624
NR_003190	USP32P1
NR_026810	FAM106CP
NM_144997	FLCN
NM_178836	PLD6
NM_001130092	LRRC48
NM_016239	MYO15A
NM_001144900	MIEF2
NM_004618	TOP3A
NR_001443	KRT17P5
NR_073414	KRT16P1
NR_104343	FLJ35934
NM_001040078	LGALS9C
NR_026809	FAM106A
NR_003554	USP32P2
NM_001145045	ZNF286B
NM_001039397	TBC1D28
NM_001267586	FBXW10
NM_001039999	FAM83G
NM_006613	GRAP
NM_015681	B9D1
NM_001243473	B9D1
NM_014964	EPN2
NR_046824	EPN2-IT1
NR_048576	EPN2-AS1
NM_001198695	MFAP4
NM_002749	MAPK7
NM_002404	MFAP4
NM_007148	RNF112
NM_001031806	ALDH3A2
NM_014683	ULK2
NM_001033554	SPECC1
NR_023380	CCDC144CP
NR_029393	KRT16P3
NR_104185	CCDC144NL-AS1
NM_001004306	CCDC144NL
NM_015276	USP22
NM_021012	KCNJ12
NM_001113434	C17orf51
NR_027084	FLJ36000
NM_001190452	MTRNR2L1
NM_015626	WSB1
NM_000625	NOS2
NM_000984	RPL23A
NM_020772	NUFIP2
NM_005208	CRYBA1
NR_015341	LRRC37BP1
NM_024857	ATAD5
NM_015986	CRLF3
NR_073118	CRLF3
NM_197939	RNF135
NR_002222	ARGFXP2
NM_022344	C17orf75
NM_173847	SPACA3
NM_005623	CCL8
NM_207454	C17orf102
NM_207313	TMEM132E
NM_013975	LIG3
NM_001014445	NLE1
NM_152462	SLC35G3
NM_017559	FNDC8
NM_173167	UNC45B
NM_001267052	UNC45B
NM_144975	SLFN5
NM_018042	SLFN12
NM_001289009	SLFN12
NM_144682	SLFN13
NM_001163120	RDM1
NM_004590	CCL16
NR_027922	CCL15-CCL14
NM_002984	CCL4
NM_001001437	CCL3L3
NM_207007	CCL4L1
NM_032258	TBC1D3F
NM_021006	CCL3L1
NM_001123392	TBC1D3H
NM_021006	CCL3L1
NM_001001437	CCL3L3
NM_207007	CCL4L1
NM_001123392	TBC1D3H
NM_032258	TBC1D3F
NM_001001417	TBC1D3B
NM_001281432	ZNHIT3
NR_104011	ZNHIT3
NM_178517	PIGW
NM_005568	LHX1
NM_007026	DUSP14
NM_001123391	TBC1D3
NM_032258	TBC1D3F
NM_001123392	TBC1D3H
NM_001001418	TBC1D3C
NM_032258	TBC1D3F
NM_001123392	TBC1D3H
NM_001123391	TBC1D3
NM_001001418	TBC1D3C
NM_032351	MRPL45
NM_001199417	ARHGAP23
NM_003559	PIP4K2B
NM_006148	LASP1
NR_038847	LINC00672
NR_033753	LRRC37A11P
NM_032339	MIEN1
NM_001282433	KRT23
NM_001165252	KRTAP2-3
NM_000526	KRT14
NM_006455	P3H4
NM_004583	RAB5C
NR_026697	FAM134C
NR_045669	PSMC3IP
NR_106838	MIR6780A
NR_002773	AOC4P
NM_032387	WNK4
NM_032353	VPS25
NR_024461	RAMP2-AS1
NM_173478	CNTD1
NM_001277731	AOC3
NR_024462	RAMP2-AS1
NR_102422	AOC3
NM_173079	RUNDC1
NR_027254	LINC00671
NM_001270397	G6PC
NR_027413	LINC00910
NM_001040002	MEOX1
NM_145273	CD300LG
NM_025237	SOST
NR_026770	FAM215A
NR_028581	G6PC3
NM_005497	GJC1
NM_001080383	GJC1
NM_001264573	KIF18B
NM_006460	HEXIM1
NM_199282	ARHGAP27
NR_002940	LRRC37A4P
NR_026901	LOC644172
NR_026906	CRHR1-IT1
NR_026680	MGC57346
NR_026905	CRHR1-IT1
NR_024560	MAPT-IT1
NM_175882	SPPL2C
NM_014834	LRRC37A
NM_001006607	LRRC37A2
NM_001288813	ARL17A
NM_001288811	ARL17A
NM_001113738	ARL17A
NM_016632	ARL17A
NM_001288812	ARL17A
NM_004287	GOSR2
NM_001288811	ARL17A
NM_001288813	ARL17A
NM_002146	HOXB3
NM_024017	HOXB9
NM_023079	UBE2Z
NM_007241	SNF8
NM_001281497	PHB
NM_007225	NXPH3
NR_103773	LOC100288866
NM_005220	DLX3
NM_002204	ITGA3
NM_002611	PDK2
NM_001199899	PDK2
NM_001199898	PDK2
NM_174920	SAMD14
NM_005501	ITGA3
NM_001257359	SAMD14
NM_152463	EME1
NM_018896	CACNA1G
NM_001243877	TOB1
NM_175575	WFIKKN2
NM_032559	KIF2B
NM_004645	COIL
NM_000250	MPO
NM_001100595	SKA2
NM_182569	GDPD1
NM_004859	CLTC
NM_005994	TBX2
NR_026641	INTS2
NR_027486	TBC1D3P2
NM_173503	EFCAB3
NM_006039	MRC2
NM_152830	ACE
NM_001003787	STRADA
NM_017647	FTSJ3
NM_002805	PSMC5
NM_001317	CSH1
NR_002947	TCAM1P
NM_000334	SCN4A
NM_000626	CD79B
NM_001085423	MILR1
NM_015462	NOL11
NM_002266	KPNA2
NR_027418	LINC00674
NM_001033571	AMZ2
NR_027283	LOC440461
NR_027751	FAM20A
NM_018672	ABCA5
NR_104130	LINC01028
NR_110132	LINC01152
NR_110298	CD300LF
NM_001258016	FDXR
NM_015353	KCTD2
NM_006937	SUMO2
NM_001242500	MIF4GD
NM_001242498	MIF4GD
NM_015971	MRPS7
NM_001005849	SUMO2
NM_024844	NUP85
NM_020753	CASKIN2
NM_000213	ITGB4
NM_001256124	TRIM65
NM_004035	ACOX1
NM_032134	QRICH2
NM_024599	RHBDF2
NM_198530	MXRA7
NM_001008529	MXRA7
NM_001242533	MFSD11
NR_027058	SNHG20
NM_001143999	SEC14L1
NM_001113495	SEPT9
NR_028337	FLJ45079
NM_007267	TMC6
NR_040071	TNRC6C-AS1
NM_003258	TK1
NM_004710	SYNGR2
NR_073178	LOC100996291
NM_003955	SOCS3
NR_102401	DNAH17-AS1
NM_003255	TIMP2
NM_030968	C1QTNF1
NM_005567	LGALS3BP
NM_153372	C1QTNF1
NM_001042573	ENGASE
NR_109783	HP09025
NM_005189	CBX2
NM_017950	CCDC40
NM_001079804	GAA
NM_001166348	SLC26A11
NM_001166349	SLC26A11
NM_001166347	SLC26A11
NM_173626	SLC26A11
NR_027255	AATK-AS1
NM_001199954	ACTG1
NM_001040025	ARL16
NM_031945	TSPAN10
NM_000918	P4HB
NM_001185077	ARHGDIA
NM_022156	DUS1L
NM_004104	FASN
NR_036519	C17orf62
NM_001193655	C17orf62
NM_001033046	C17orf62
NM_019613	WDR45B
NM_006822	RAB40B
NM_024619	FN3KRP
NM_024702	ZNF750
NR_029406	FLJ43681
NM_001003674	LDLRAD4
NM_018439	IMPACT
NM_032933	TMEM241
NM_001142397	CTIF
NM_001242692	SLC14A2
NM_014772	CTIF
NM_018181	ZNF532
NM_005433	YES1
NR_023927	LINC00470
NM_001204056	ANKRD12
NR_052003	PPP4R1
NM_001261443	GNAL
NM_000529	MC2R
NM_001242508	OSBPL1A
NM_173505	ANKRD29
NM_001135993	TTC39C
NM_153211	TTC39C
NM_001127717	LAMA3
NM_198129	LAMA3
NM_001025096	PSMA8
NR_026908	AQP4-AS1
NM_001943	DSG2
NM_024423	DSC3
NM_001134453	DSG4
NM_001941	DSC3
NM_014939	TRAPPC8
NM_017831	RNF125
NM_001025087	CELF4
NM_007163	SLC14A2
NM_024430	PSTPIP2
NM_020964	EPG5
NM_016097	IER3IP1
NM_017653	DYM
NM_001080467	MYO5B
NM_005603	ATP8B1
NM_133459	CCBE1
NR_073130	CDH19
NR_034133	LOC400655
NM_014643	ZNF516
NM_001025100	MBP
NM_198531	ATP9B
NM_032510	PARD6G
NR_033770	ROCK1P1
NM_001071	TYMS
NM_001099733	ADCYAP1
NM_001278686	TGIF1
NR_036489	DLGAP1-AS5
NM_001010000	ARHGAP28
NM_006788	RALBP1
NM_001282300	SLC35G4
NM_020412	CHMP1B
NM_001261444	GNAL
NR_049896	C18orf61
NR_040031	LDLRAD4-AS1
NM_001098801	FAM210A
NR_040113	ANKRD20A5P
NM_001137671	POTEC
NR_027417	LOC644669
NM_003831	RIOK3
NM_001143828	HRH4
NM_005637	SS18
NR_024259	PCAT18
NM_004028	AQP4
NM_001650	AQP4
NM_001942	DSG1
NM_001944	DSG3
NR_024566	ZNF271P
NR_024565	ZNF271P
NM_006965	ZNF24
NM_145756	ZNF396
NM_020474	GALNT1
NM_001146036	SLC14A1
NM_001128588	SLC14A1
NR_046357	RNF165
NM_001242907	TCEB3CL2
NM_001242907	TCEB3CL2
NM_001190821	SMAD7
NM_001199343	RPL17
NM_001199342	RPL17
NM_145020	CFAP53
NM_145060	SKA1
NM_001039535	SKA1
NM_002396	ME2
NM_001168335	ME2
NM_005359	SMAD4
NM_007195	POLI
NM_173629	DYNAP
NR_048536	LINC-ROR
NM_015879	ST8SIA3
