#name	name2
NM_013943	CLIC4
NR_077227	LOC100128885
NM_001282360	ZNF107
NM_015852	ZNF117
NR_033416	CCT6P3
NM_014478	CRCP
NR_024548	CRCP
NR_026873	LINC00174
NM_153033	KCTD7
NR_003666	SPDYE7P
NR_040583	STAG3L1
NR_003664	SPDYE8P
NM_001281450	TRIM50
NM_001281451	TRIM50
NR_003186	NCF1B
NM_003508	FZD9
NM_001197244	BCL7B
NM_012453	TBL2
NM_032953	MLXIPL
NM_032952	MLXIPL
NM_032317	DNAJC30
NM_001077621	VPS37D
NM_032951	MLXIPL
NM_001305	CLDN4
NM_001081753	ELN
NM_000501	ELN
NM_001081752	ELN
NM_001163636	GTF2I
NM_173537	GTF2IRD2
NR_040584	STAG3L2
NM_173537	GTF2IRD2
NM_001003795	GTF2IRD2B
NR_003580	LOC100093631
NR_003664	SPDYE8P
NR_033322	NSUN5P1
NR_040583	STAG3L1
NM_001099435	SPDYE5
NR_003262	FDPSP2
NM_001102594	DTX2
NR_029411	LOC100133091
NM_152992	POMZP3
NR_023383	DTX2P1-UPK3BP1-PMS2P11
NM_006682	FGL2
NR_038361	APTR
NR_038343	MAGI2-AS3
NM_000072	CD36
NR_110079	LOC101927378
NM_006716	DBF4
NM_001205315	STEAP4
NM_198901	SRI
NR_003551	DPY19L2P4
NM_152999	STEAP2
NM_001244944	STEAP2
NM_001042717	GTPBP10
NR_102424	LOC101409256
NR_110085	LOC101927446
NM_003505	FZD1
NM_021167	GATAD1
NR_052016	GATAD1
NR_026902	MGC16142
NM_017654	SAMD9
NM_000089	COL1A2
NM_022900	CASD1
NM_005222	DLX6
NM_001178076	ASNS
NM_001673	ASNS
NR_002822	MGC72080
NM_015395	TECPR1
NM_015379	BRI3
NM_001159491	BRI3
NM_018842	BAIAP2L1
NM_002523	NPTX2
NM_001134450	TMEM130
NM_001145715	KPNA7
NM_001198879	ATP5J2-PTCD1
NM_014891	PDAP1
NM_015545	PTCD1
NM_001081559	CPSF4
NM_001003714	ATP5J2
NM_001009960	ZNF655
NM_000765	CYP3A7
NM_017460	CYP3A4
NM_033091	TRIM4
NM_033017	TRIM4
NM_001278284	ZNF3
NM_004722	AP4M1
NR_028039	GATS
NM_152742	GPC2
NM_145030	PPP1R35
NM_019606	MEPCE
NM_173564	NYAP1
NM_030935	TSC22D4
NM_001004323	C7orf61
NM_016188	ACTL6B
NM_002593	PCOLCE
NM_005273	GNB2
NM_020246	SLC12A9
NM_001282449	ACHE
NM_001164462	MUC12
NM_001040105	MUC17
NM_001283	AP1S1
NM_003378	VGF
NM_178176	MOGAT3
NM_001130822	IFT22
NM_001287525	IFT22
NM_138403	MYL10
NR_103747	LINC01007
NM_020979	SH2B2
NM_032831	ORAI2
NM_001271819	ORAI2
NM_001271818	ORAI2
NM_001126340	ORAI2
NM_001146210	SPDYE6
NM_001097615	POLR2J3
NM_001031618	SPDYE2
NM_001114403	UPK3BL
NM_001031618	SPDYE2
NM_001161011	ARMC10
NM_001161013	ARMC10
NR_026660	RPL19P12
NM_014377	DNAJC2
NR_039981	LINC01004
NM_182715	SYPL1
NM_005295	GPR22
NM_018844	BCAP29
NR_028137	SLC26A4-AS1
NM_182529	THAP5
NM_001197079	IFRD1
NM_001134468	LSMEM1
NR_109840	TMEM168
NM_199072	MDFIC
NM_001166345	MDFIC
NR_002330	ST7-AS1
NM_003391	WNT2
NR_024047	WNT2
NM_014888	FAM3C
NM_080928	ASB15
NM_207163	LMOD2
NM_012269	HYAL4
NM_001136002	TMEM229A
NR_110182	LOC101928254
NM_176814	ZNF800
NM_001114726	PRRT4
NM_001174164	PRRT4
NR_046216	MGC27345
NM_001142575	IMPDH1
NM_001142576	IMPDH1
NM_018396	METTL2B
NM_001098786	HILPDA
NR_024368	LINC01000
NM_001130674	CALU
NM_001219	CALU
NM_001199671	CALU
NR_074086	CALU
NM_001195150	LOC100130705
NM_001135914	KCP
NM_001127487	FLNC
NM_178562	TSPAN33
NM_001282190	ZC3HC1
NM_016352	CPA4
NM_001257160	CEP41
NM_001257159	CEP41
NM_001257158	CEP41
NM_138693	KLF14
NR_034120	LINC-PINT
NM_032826	SLC35B4
NM_001243749	C7orf49
NM_001190906	AKR1D1
NM_001085429	TMEM213
NM_020119	ZC3HAV1
NM_024926	TTC26
NR_073059	C7orf55
NM_022750	PARP12
NR_024451	JHDM1D-AS1
NM_032295	SLC37A3
NM_013446	MKRN1
NM_001080392	KIAA1147
NM_002769	PRSS1
NM_001280794	EPHB6
NR_001296	PRSS3P2
NM_178829	C7orf34
NM_002652	PIP
NM_001001667	OR6V1
NR_106952	MIR6892
NM_005232	EPHA1
NM_001130026	FAM115C
NM_001206941	FAM115A
NM_001005480	OR2A2
NM_001004135	OR2A12
NM_001003702	ARHGEF35
NR_033942	ARHGEF34P
NR_002158	OR2A20P
NR_002158	OR2A20P
NM_001278507	CTAGE8
NM_001001802	OR2A42
NM_001001802	OR2A42
NM_005435	ARHGEF5
NM_001080413	NOBOX
NM_004911	PDIA4
NM_170686	ZNF398
NM_020781	ZNF398
NM_152411	ZNF786
NM_001001661	ZNF425
NM_001195220	ZNF783
NR_036573	LOC155060
NM_015694	ZNF777
NM_001163474	ZNF746
NM_198455	SSPO
NM_207336	ZNF467
NR_027040	ATP6V0E2-AS1
NM_001100592	ATP6V0E2
NM_145230	ATP6V0E2
NR_027237	LOC728743
NR_034033	LINC00996
NM_130759	GIMAP1
NM_001272072	AOC1
NM_001101312	TMEM176B
NM_001160111	NOS3
NM_001160109	NOS3
NM_172057	KCNH2
NM_172056	KCNH2
NM_173681	ATG9B
NM_031434	TMUB1
NM_001199694	SLC4A2
NM_003040	SLC4A2
NM_031946	AGAP3
NR_046401	ASIC3
NM_001243351	NUB1
NM_016118	NUB1
NM_005614	RHEB
NR_002935	FABP5P3
NM_024012	HTR5A
NR_103545	BLACE
NM_001427	EN2
NM_000193	SHH
NM_001165255	MNX1
NM_005515	MNX1
NR_038966	LOC100506585
NR_024394	LINC00689
NM_024940	DOCK5
NM_001172574	MCPH1
NM_024596	MCPH1
NM_033225	CSMD1
NM_178857	RP1L1
NM_152271	LONRF1
NM_006197	PCM1
NM_003844	TNFRSF10A
NM_013962	NRG1
NM_172366	FBXO16
NM_173174	PTK2B
NM_002717	PPP2R2A
NM_006867	RBPMS
NM_025151	RAB11FIP1
NM_001002814	RAB11FIP1
NM_018967	SNTG1
NM_006540	NCOA2
NM_002998	SDC2
NR_033858	LINC00535
NM_021021	SNTB1
NM_001101676	SAMD12
NM_207506	SAMD12
NM_004519	KCNQ3
NR_003367	PVT1
NM_012154	AGO2
NM_015912	FAM135B
NM_001001795	C8orf82
NM_012173	FBXO25
NM_014629	ARHGEF10
NM_004745	DLGAP2
NM_207411	XKR5
NR_027423	FAM66B
NM_004225	MFHAS1
NM_001135670	MSRA
NM_012331	MSRA
NR_026814	FAM167A-AS1
NM_173683	XKR6
NM_001715	BLK
NM_001287747	FDFT1
NR_047662	LOC729732
NM_001287745	FDFT1
NR_040092	LOC100506990
NR_040091	LOC100506990
NM_001287744	FDFT1
NM_020844	KIAA1456
NM_001001924	MTUS1
NR_033894	LOC286114
NM_001495	GFRA2
NM_144962	PEBP4
NM_001135721	PIWIL2
NM_002318	LOXL2
NR_038323	LOC100507156
NM_017634	KCTD9
NM_033303	ADRA1A
NM_173833	SCARA5
NM_001010906	NUGGC
NM_016240	SCARA3
NM_015254	KIF13B
NM_000553	WRN
NM_001195102	GSR
NM_000637	GSR
NM_032664	FUT10
NM_024787	RNF122
NM_001174065	FGFR1
NM_023105	FGFR1
NM_006283	TACC1
NM_001122824	TACC1
NM_001146216	TACC1
NM_024645	ZMAT4
NM_001099412	KAT6A
NM_006766	KAT6A
NM_003012	SFRP1
NM_006749	SLC20A2
NM_001160223	RNF170
NM_032410	HOOK3
NR_037168	LOC100287846
NM_052898	XKR4
NM_002350	LYN
NR_026772	LINC00588
NM_017780	CHD7
NM_002865	RAB2A
NM_173688	NKAIN3
NM_001242318	PDE7A
NM_001145839	MTFR1
NR_033893	LINC01299
NM_001033578	SGK3
NM_172058	EYA1
NR_038881	LOC286190
NM_001288575	EYA1
NM_017489	TERF1
NM_003218	TERF1
NM_004770	KCNB2
NR_073119	UBE2W
NM_015886	PI15
NR_103849	CASC9
NM_001033723	ZNF704
NM_018440	PAG1
NM_001951	E2F5
NM_000067	CA2
NM_152565	ATP6V0D2
NM_019098	CNGB3
NM_004929	CALB1
NM_001198627	RUNX1T1
NM_001198625	RUNX1T1
NM_001198633	RUNX1T1
NM_001122826	ESRP1
NM_178812	MTDH
NM_024759	NIPAL2
NM_002380	MATN2
NM_018407	LAPTM4B
NM_183419	RNF19A
NM_003114	SPAG1
NM_172218	SPAG1
NM_024915	GRHL2
NM_001282873	UBR5
NM_024812	BAALC
NM_001695	ATP6V1C1
NM_013437	LRP12
NM_001198533	OXR1
NM_018002	OXR1
NM_001146	ANGPT1
NM_177531	PKHD1L1
NM_001282903	TRPS1
NR_046215	LINC00536
NM_001172813	SLC30A8
NM_000127	EXT1
NM_022783	DEPTOR
NM_001283012	DEPTOR
NM_014943	ZHX2
NM_014109	ATAD2
NR_027321	LINC00964
NR_046361	FAM49B
NM_016018	PHF20L1
NM_001045557	SLA
NM_198513	PHF20L1
NM_001045556	SLA
NM_003033	ST3GAL1
NM_173344	ST3GAL1
NM_001289394	ZFAT
NM_001174157	ZFAT
NM_001029939	ZFAT
NM_006558	KHDRBS3
NM_152888	COL22A1
NM_001282534	KCNK9
NR_104210	KCNK9
NR_102364	MROH5
NR_102363	MROH5
NM_001258446	TOP1MT
NM_015117	ZC3H3
NR_038925	LOC100288181
NM_001134374	SPATC1
NM_013291	CPSF1
NR_003572	RPL23AP53
NM_173539	ZNF596
NM_001287256	ZNF596
NM_018941	CLN8
NR_030326	MIR596
NM_014867	KBTBD11
NR_040040	LOC100287015
NM_001118887	ANGPT2
NM_018361	AGPAT5
NR_027000	LINC00965
NM_001256874	USP17L4
NR_027000	LINC00965
NR_027000	LINC00965
NM_058206	SPAG11B
NR_046343	FAM90A7P
NR_046343	FAM90A7P
NM_001282478	PRR23D2
NR_046351	FAM90A10P
NM_001282478	PRR23D2
NM_001193630	ZNF705B
NM_001256871	USP17L3
NR_024362	FAM86B3P
NM_001080826	SGK223
NM_194284	CLDN23
NM_153332	ERI1
NM_001201329	PPP1R3B
NM_024607	PPP1R3B
NR_040039	LOC157273
NM_054028	SLC35G5
NM_015458	MTMR9
NM_053279	FAM167A
NR_040035	LINC00208
NR_103552	C8orf49
NM_002052	GATA4
NM_001287749	FDFT1
NM_147782	CTSB
NM_147781	CTSB
NM_001908	CTSB
NM_201402	USP17L2
NM_001083537	FAM86B1
NR_003494	FAM86B1
NM_001256869	USP17L7
NR_046354	FAM90A2P
NR_073395	FAM90A25P
NR_015383	LOC340357
NM_001099677	KIAA1456
NM_019851	FGF20
NM_001145152	VPS37A
NM_003046	SLC7A2
NM_001008539	SLC7A2
NM_020749	MTUS1
NM_201553	FGL1
NM_001174159	SH2D4A
NM_015024	XPO7
NM_005144	HR
NM_018411	HR
NM_022749	FAM160B2
NM_003867	FGF17
NM_001199	BMP1
NR_033403	BMP1
NR_033404	BMP1
NM_001135153	SLC39A14
NM_005605	PPP3CC
NM_021630	PDLIM2
NM_015178	RHOBTB2
NM_147187	TNFRSF10B
NM_152272	CHMP7
NM_001136108	R3HCC1
NM_001128930	ENTPD4
NM_003155	STC1
NM_003817	ADAM7
NM_001282455	CHRNA2
NM_000742	CHRNA2
NM_018246	CCDC25
NM_018660	ZNF395
NM_145866	FZD3
NM_001394	DUSP4
NM_001206847	SMIM18
NM_001015508	PURG
NM_024025	DUSP26
NM_007175	ERLIN2
NM_025069	ZNF703
NM_032777	GPR124
NM_000349	STAR
NM_004095	EIF4EBP1
NR_045492	LSM1
NM_207412	C8orf86
NM_078473	TM2D2
NM_002164	IDO1
NM_001174124	GOLGA7
NM_032336	GINS4
NM_001190720	IKBKB
NM_001135674	SMIM19
NM_002027	FNTA
NR_033698	FNTA
NR_105004	LOC101929217
NM_001142857	EFCAB1
NM_001256598	C8orf22
NM_001286782	PCMTD1
NM_001282904	OPRK1
NM_001279360	LYPLA1
NM_001279357	LYPLA1
NM_022454	SOX17
NR_027765	SBF1P1
NM_001286661	TMEM68
NM_001146227	RPS20
NM_005372	MOS
NM_001114635	PLAG1
NM_017813	IMPAD1
NR_038874	LOC286177
NR_038235	LOC100507651
NM_004056	CA8
NR_103854	LINC01301
NM_001164752	ASPH
NR_027378	UG0898H09
NM_000370	TTPA
NR_034103	MIR124-2HG
NR_015374	LOC401463
NM_152414	BHLHE22
NM_018120	ARMC1
NM_001286702	ARMC1
NM_002603	PDE7A
NR_040434	RRS1-AS1
NM_001193502	TCF24
NM_001136160	MCMDC2
NM_001287259	XKR9
NM_001287258	XKR9
NM_001011720	XKR9
NM_005098	MSC
NM_007332	TRPA1
NM_153225	SBSPON
NM_172037	RDH10
NR_038406	STAU2-AS1
NM_001105539	ZBTB10
NM_023929	ZBTB10
NM_001444	FABP5
NM_005181	CA3
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NM_001286707	RMDN1
NM_001146273	TMEM64
NM_001190972	C8orf88
NM_001256141	FSBP
NM_001001557	GDF6
NM_000989	RPL30
NM_001029860	FBXO43
NM_002568	PABPC1
NM_016096	ZNF706
NR_102337	SLC25A32
NM_139166	ABRA
NM_032334	UTP23
NM_006265	RAD21
NR_033886	RAD21-AS1
NM_194291	TMEM65
NM_017956	TRMT12
NR_108047	RNF139-AS1
NM_025195	TRIB1
NR_038446	LINC00861
NR_045262	PCAT1
NR_109833	PRNCR1
NR_108049	CCAT1
NM_001159542	POU5F1B
NM_001145153	TMEM71
NM_001135242	NDRG1
NM_014957	DENND3
NM_001080431	SLC45A4
NM_001286648	SLC45A4
NM_001286646	SLC45A4
NM_001702	BAI1
NM_015193	ARC
NM_177476	LYNX1
NM_177477	LYNX1
NM_177457	LYNX1
NM_000498	CYP11B2
NM_001026213	CYP11B1
NR_026913	LOC100133669
NM_173687	C8orf31
NM_178172	GPIHBP1
NM_002347	LY6H
NM_138465	GLI4
NM_173832	ZFP41
NM_052963	TOP1MT
NM_030895	ZNF696
NM_001271156	ZFP41
NM_052924	RHPN1
NM_201589	MAFA
NM_001166237	GSDMD
NM_032862	TIGD5
NM_003313	TSTA3
NM_023078	PYCRL
NM_001130055	EEF1D
NM_001100878	MROH6
NM_173831	ZNF707
NM_001261843	ZNF623
NM_001288808	ZNF707
NM_001162914	CCDC166
NM_139021	MAPK15
NM_001288806	ZNF707
NM_001288805	ZNF707
NM_198488	FAM83H
NR_033849	FAM83H-AS1
NR_110192	ZNF707
NM_015356	SCRIB
NM_178564	NRBP2
NM_031308	EPPK1
NM_201381	PLEC
NM_201382	PLEC
NM_201383	PLEC
NM_001009184	GRINA
NM_030974	SHARPIN
NR_024207	KIAA1875
NM_016458	HGH1
NM_001080514	SCX
NM_016458	HGH1
NR_047684	TMEM249
NM_031309	SCRT1
NM_012079	DGAT1
NM_005526	HSF1
NM_174922	ADCK5
NM_024555	FBXL6
NM_001080514	SCX
NM_001280561	TMEM249
NM_014665	LRRC14
NM_013432	TONSL
NM_017767	SLC39A4
NM_001272036	LRRC14
NR_109770	LOC100287098
NM_025251	ARHGAP39
NM_030580	ZNF34
NM_001286770	ZNF34
NM_138367	ZNF251
NR_023392	ZNF252P
NM_023080	C8orf33
NM_001171025	PTPRD
NM_001244752	ANKRD18B
NM_017637	BNC2
NM_001199233	LOC100505478
NR_024280	UNQ6494
NM_139045	SMARCA2
NM_001042413	GLIS3
NM_178566	ZDHHC21
NR_003529	CDKN2B-AS1
NR_047532	CDKN2B-AS1
NM_001040272	ADAMTSL1
NM_017794	FOCAD
NM_001190482	PCSK5
NM_001244960	FRMD3
NR_034157	LINC01501
NM_001855	COL15A1
NM_015051	ERP44
NM_001145369	PTPN3
NM_153366	SVEP1
NM_002829	PTPN3
NM_001287038	KIAA1958
NM_001287036	KIAA1958
NM_014010	ASTN2
NM_001139442	TTLL11
NM_194252	TTLL11
NM_152285	ARRDC1
NR_015375	VLDLR-AS1
NM_001282116	RFX3
NM_005511	MLANA
NM_001206557	RIC1
NM_000170	GLDC
NM_001146694	KDM4C
NM_152896	UHRF2
NM_001146695	KDM4C
NR_046386	UHRF2
NM_144966	FREM1
NM_001193288	SLC24A2
NM_001286691	MLLT3
NR_027054	MIR31HG
NR_038977	LINC01239
NM_001171195	ELAVL2
NM_022901	LRRC19
NM_000459	TEK
NM_024761	MOB3B
NM_147133	NFX1
NM_001539	DNAJA1
NM_001171201	UBAP1
NM_001282529	UBAP2
NM_006377	UNC13B
NM_012266	DNAJB5
NM_001135004	DNAJB5
NM_001280549	PAX5
NM_032226	ZCCHC7
NM_003028	SHB
NR_024872	SLC25A51
NM_033655	CNTNAP3
NR_026558	AQP7P3
NM_001012419	ANKRD20A3
NM_001201380	CNTNAP3B
NM_001012421	ANKRD20A2
NR_034006	LOC100132352
NM_021965	PGM5
NM_003558	PIP5K1B
NM_001163	APBA1
NM_001206	KLF9
NM_001135820	TMEM2
NM_013390	TMEM2
NM_182505	C9orf85
NM_001278244	ZFAND5
NM_001278245	ZFAND5
NM_001177311	TRPM6
NM_015225	PRUNE2
NM_002072	GNAQ
NR_104239	TLE4
NM_001282749	TLE4
NM_025211	GKAP1
NM_001286715	AGTPBP1
NR_027471	LOC440173
NM_005226	S1PR3
NM_001142287	SEMA4D
NM_016848	SHC3
NM_006378	SEMA4D
NM_001174168	SYK
NM_004560	ROR2
NM_001282394	WNK2
NM_006648	WNK2
NM_000507	FBP1
NM_014282	HABP4
NM_033331	CDC14B
NR_033838	LOC158435
NR_104627	SLC35D2
NR_036529	LOC100499484-C9ORF174
NR_002894	HIATL2
NR_036527	LOC100499484-C9ORF174
NM_003389	CORO2A
NM_052820	CORO2A
NM_005458	GABBR2
NM_003692	TMEFF1
NR_051962	INVS
NM_133445	GRIN3A
NM_001198963	FKTN
NM_018112	TMEM38B
NM_080546	SLC44A1
NM_003640	IKBKAP
NM_019114	EPB41L4B
NM_018424	EPB41L4B
NM_001198656	AKAP2
NM_007203	PALM2-AKAP2
NM_001017998	GNG10
NR_109816	C9orf84
NR_024376	FAM225B
NM_021218	INIP
NM_001859	SLC31A1
NM_001173425	DFNB31
NM_032888	COL27A1
NM_015404	DFNB31
NM_133374	ZNF618
NM_001083885	DFNB31
NM_001184735	ASTN2
NM_002581	PAPPA
NM_198186	ASTN2
NM_001080497	MEGF9
NM_005047	PSMD5
NM_032552	DAB2IP
NM_001173512	MRRF
NM_020946	DENND1A
NM_001489	NR6A1
NM_173690	SCAI
NM_001144877	SCAI
NM_001278546	NR6A1
NR_024122	PBX3
NM_001099270	ZBTB34
NM_001190730	RALGPS1
NM_001011703	MVB12B
NM_022833	FAM129B
NM_175039	ST6GALNAC4
NM_001035534	FAM129B
NM_015033	FNBP1
NM_199350	C9orf50
NM_006059	LAMC3
NM_207417	C9orf171
NM_012087	GTF3C5
NM_002957	RXRA
NM_001278074	COL5A1
NM_019892	INPP5E
NM_020822	KCNT1
NM_144653	NACC2
NM_017820	EXD3
NM_001173988	RABL6
NM_001098537	PNPLA7
NM_001243812	CACNA1B
NM_000718	CACNA1B
NM_182905	WASH1
NR_051986	DDX11L5
NM_207305	FOXD4
NM_152569	C9orf66
NM_021240	DMRT3
NM_001130865	DMRT2
NM_006557	DMRT2
NM_181872	DMRT2
NM_001018056	VLDLR
NM_203453	PPAPDC2
NM_001039395	SPATA6L
NM_017913	CDC37L1
NM_000550	TYRP1
NM_203403	LURAP1L
NM_001177704	FREM1
NR_003920	LOC389705
NM_021144	PSIP1
NM_001010887	ACER2
NM_002173	IFNA16
NM_002451	MTAP
NM_001271706	IZUMO3
NM_001004125	TUSC1
NR_046204	LINC01242
NM_002197	ACO1
NM_153809	TAF1L
NM_212558	TMEM215
NM_018225	SMU1
NR_003573	ANXA2P2
NR_023917	PTENP1
NM_001197097	PRSS3
NM_017811	UBE2R2
NM_194313	KIF24
NM_001184940	FAM219A
NM_001184942	FAM219A
NM_001842	CNTFR
NM_001017363	ARID3C
NR_024481	FAM205BP
NM_015297	KIAA1045
NM_025182	FAM214B
NM_006285	TESK1
NM_001287238	FAM166B
NM_020944	GBA2
NM_001039792	HRCT1
NR_024006	LINC00950
NM_005893	CCIN
NR_104637	GLIPR2
NM_001190383	GNE
NM_005476	GNE
NR_046337	MELK
NM_014872	ZBTB5
NM_012166	FBXO10
NM_014907	FRMPD1
NM_001286951	TRMT10B
NM_001286950	TRMT10B
NM_001286810	DCAF10
NM_024345	DCAF10
NM_001002269	EXOSC3
NM_000692	ALDH1B1
NM_001007563	IGFBPL1
NR_047651	FAM95C
NR_026803	FAM74A1
NR_026803	FAM74A1
NR_026801	FAM74A3
NM_001083124	SPATA31A3
NM_015667	SPATA31A7
NM_001113541	SPATA31A5
NR_026803	FAM74A1
NM_015667	SPATA31A7
NR_026803	FAM74A1
NM_001113541	SPATA31A5
NR_003670	KGFLP2
NR_015363	GLIDR
NM_001012419	ANKRD20A3
NM_001012421	ANKRD20A2
NM_199244	FOXD4L4
NR_046175	LOC286297
NR_027472	LOC642929
NM_001145196	SPATA31A6
NR_027421	FAM27C
NR_103714	FAM27E2
NR_103714	FAM27E2
NR_003674	KGFLP1
NR_026802	FAM74A4
NM_001113541	SPATA31A5
NR_026803	FAM74A1
NM_015667	SPATA31A7
NR_024496	PTGER4P2-CDK2AP2P2
NR_046175	LOC286297
NR_002817	AQP7P1
NR_027422	FAM27B
NR_103833	FAM27E3
NM_001012419	ANKRD20A3
NR_033907	LOC642236
NR_034006	LOC100132352
NR_015361	LOC440896
NR_002836	PGM5P2
NM_001085476	FOXD4L6
NM_001286836	CBWD5
NM_001098805	ANKRD20A4
NR_024443	LOC100133920
NM_001126334	FOXD4L5
NM_199244	FOXD4L4
NM_001286836	CBWD5
NM_001286836	CBWD5
NM_000144	FXN
NM_181425	FXN
NR_047671	BANCR
NM_001128618	C9orf57
NM_152420	C9orf41
NM_018339	RFK
NR_026890	RPSAP9
NR_015342	PCA3
NM_001013735	FOXB2
NR_109771	LOC101927450
NM_177937	GOLM1
NM_030940	ISCA1
NM_002048	GAS1
NR_049794	LOC100506834
NR_040117	LOC392364
NM_001166137	SPATA31C2
NM_145283	NXNL2
NM_001161625	NXNL2
NM_015250	BICD2
NM_001003800	BICD2
NM_001083536	FGD3
NM_004148	NINJ1
NM_032310	C9orf89
NM_001098808	C9orf129
NM_001286723	FAM120A
NM_001286722	FAM120A
NM_005392	PHF2
NM_021570	BARX1
NR_033937	LOC100132077
NM_017561	NUTM2F
NM_032558	HIATL1
NM_003837	FBP2
NM_001083603	PTCH1
NM_000264	PTCH1
NR_023390	LINC00476
NM_153695	ZNF367
NM_001170741	NUTM2G
NM_001045477	NUTM2G
NM_001333	CTSV
NM_001201575	CTSV
NM_014290	TDRD7
NR_026847	LOC286359
NM_004473	FOXE1
NM_006401	ANP32B
NM_016481	C9orf156
NM_018946	NANS
NM_014788	TRIM14
NM_173551	ANKS6
NM_004612	TGFBR1
NM_001130916	TGFBR1
NM_173200	NR4A3
NM_006981	NR4A3
NM_173199	NR4A3
NM_017919	STX17
NM_017746	TEX10
NM_001018116	MURC
NM_000035	ALDOB
NM_001127610	BAAT
NM_003452	ZNF189
NM_019592	RNF20
NM_001042550	SMC2
NM_001004483	OR13C8
NM_001004484	OR13D1
NM_001004482	OR13C5
NM_001004481	OR13C2
NM_001001956	OR13C9
NR_024011	LOC286367
NM_002874	RAD23B
NM_004235	KLF4
NM_001136562	AKAP2
NM_001244938	TXN
NR_024366	FAM225A
NM_031219	HDHD3
NM_001276262	RGS3
NM_000608	ORM2
NM_030767	AKNA
NM_005118	TNFSF15
NR_103711	PAPPA-AS1
NM_012164	FBXW2
NM_001190947	TRAF1
NM_001286840	PHF19
NM_016322	RAB14
NR_103560	GSN-AS1
NM_000177	GSN
NM_014368	LHX6
NM_054107	OR1J2
NM_012364	OR1Q1
NM_001004457	OR1N2
NM_005388	PDCL
NM_173689	CRB2
NR_104603	CRB2
NM_004789	LHX2
NR_027406	LOC100129034
NM_004959	NR5A1
NM_182487	OLFML2A
NM_001282715	OLFML2A
NM_005347	HSPA5
NM_001174147	LMX1B
NM_001174146	LMX1B
NM_002316	LMX1B
NM_000976	RPL12
NM_014580	SLC2A8
NM_004957	FPGS
NM_000476	AK1
NM_001261	CDK9
NM_001035254	FAM102A
NM_197956	NAIF1
NR_024425	PTGES2-AS1
NR_033374	SLC25A25-AS1
NM_001006641	SLC25A25
NM_004486	GOLGA2
NM_004408	DNM1
NM_005094	SLC27A4
NM_001286760	CERCAM
NM_016174	CERCAM
NM_001265582	URM1
NM_153440	ODF2
NM_003011	SET
NM_006336	ZER1
NM_004435	ENDOG
NM_001286772	TBC1D13
NM_001100876	PHYHD1
NR_072983	DOLPP1
NM_178003	PPP2R4
NM_203434	IER5L
NM_016307	PRRX2
NM_177999	ASB6
NM_000113	TOR1A
NM_001008563	USP20
NM_054012	ASS1
NM_000050	ASS1
NM_021619	PRDM12
NR_027440	LOC100272217
NM_014285	EXOSC2
NM_001282708	EXOSC2
NR_104230	EXOSC2
NM_032843	FIBCD1
NM_005157	ABL1
NM_031426	AIF1L
NM_033387	FAM78A
NM_032536	NTNG2
NM_020064	BARHL1
NM_001135031	GFI1B
NR_001275	CELP
NM_001807	CEL
NM_001271775	RALGDS
NM_001042368	RALGDS
NM_020469	ABO
NM_000972	RPL7A
NM_001278942	SURF6
NM_001279350	REXO4
NR_103997	STKLD1
NR_103874	SURF6
NM_017585	SLC2A6
NM_001145320	ADAMTSL2
NM_001145099	SLC2A6
NM_014694	ADAMTSL2
NM_001242369	CACFD1
NM_001080515	FAM163B
NM_000787	DBH
NM_007371	BRD3
NR_015427	LINC00094
NM_017588	WDR5
NM_002003	FCN1
NM_001282611	OLFM1
NM_006334	OLFM1
NR_046107	LOC401557
NM_173520	C9orf62
NM_014811	PPP1R26
NR_038969	PPP1R26-AS1
NR_051967	MRPS2
NM_014582	OBP2A
NM_002297	LCN1
NR_034016	LINC01502
NR_034017	LINC01502
NM_001252617	LCN1
NM_001252618	LCN1
NM_016172	UBAC1
NM_152833	C9orf69
NM_181701	QSOX2
NM_014564	LHX3
NM_178138	LHX3
NM_001039707	SDCCAG3
NM_001282944	PMPCA
NM_003086	SNAPC4
NR_026964	DKFZP434A062
NM_001080849	DNLZ
NM_001276418	SEC16A
NM_006412	AGPAT2
NR_045110	EGFL7
NR_003672	SNHG7
NM_001039374	CCDC183
NR_033913	LOC100128593
NM_001001712	LCN10
NM_001287342	PHPT1
NM_206920	MAMDC4
NM_001135861	PHPT1
NM_001080482	C9orf172
NM_001246	ENTPD2
NM_015392	NPDC1
NM_001606	ABCA2
NM_212533	ABCA2
NR_027447	MAN1B1-AS1
NM_207510	LCNL1
NM_178448	SAPCD2
NM_203468	ENTPD2
NM_207511	C9orf139
NM_053045	TMEM203
NM_007327	GRIN1
NM_013366	ANAPC2
NM_000832	GRIN1
NM_001128228	TPRN
NM_021569	GRIN1
NM_001185091	GRIN1
NM_017723	TOR4A
NM_001177316	SLC34A3
NM_001004354	NRARP
NR_027156	TUBBP5
NR_033181	SYAP1
NM_006125	ARHGAP6
NM_014728	FRMPD4
NM_033289	MID1
NM_005647	TBL1X
NM_001172732	RAI2
NM_001013627	NHSL2
NM_001170574	FAM46D
NM_001184880	PCDH19
NM_080879	RAB40A
