#name	name2
NM_013943	CLIC4
NM_001276277	PPIP5K2
NM_001163315	FBXL17
NM_001039763	TMEM232
NM_001744	CAMK4
NR_040093	STARD4-AS1
NM_001127511	APC
NM_022140	EPB41L4A
NM_022828	YTHDC2
NM_001085377	MCC
NM_002387	MCC
NM_001242377	DCP2
NR_038352	DCP2
NM_021614	KCNN2
NM_170775	KCNN2
NR_103458	KCNN2
NM_005023	PGGT1B
NM_181836	TMED7
NM_001284	AP3S1
NM_001164468	TMED7-TICAM2
NM_016144	COMMD10
NM_020796	SEMA6A
NR_046089	LINC00992
NM_173666	DTWD2
NM_001286817	TNFAIP8
NM_016644	PRR16
NM_001195535	LOC100505841
NR_109881	LOC101927379
NM_003100	SNX2
NM_014035	SNX24
NM_001278199	SNX2
NM_001031812	CSNK1G3
NM_020747	ZNF608
NM_178450	MARCH3
NM_032177	PHAX
NM_001256545	MEGF10
NM_001999	FBN2
NR_015360	LINC01184
NM_001017372	SLC27A6
NM_175856	CHSY3
NM_001038702	CDC42SE2
NM_001164386	RAPGEF6
NM_001131027	PDLIM4
NM_003060	SLC22A5
NM_015256	ACSL6
NM_003687	PDLIM4
NM_001205250	ACSL6
NM_001009185	ACSL6
NM_014423	AFF4
NM_015082	FSTL4
NM_020199	C5orf15
NM_001745	CAMLG
NM_001033503	SAR1B
NM_016103	SAR1B
NM_001277348	C5orf66
NR_024418	LOC389332
NM_001167576	TRPC7
NM_020389	TRPC7
NM_001167577	TRPC7
NM_000358	TGFBI
NM_001258448	PKD2L2
NM_001257195	KLHL3
NM_001287582	CDC25C
NM_016604	KDM3B
NM_022809	CDC25C
NM_001287583	CDC25C
NM_139199	BRD8
NM_013981	NRG2
NM_013983	NRG2
NM_004883	NRG2
NM_001184935	NRG2
NM_018903	PCDHA12
NM_001945	HBEGF
NM_031857	PCDHA9
NM_018899	PCDHAC2
NM_018911	PCDHA8
NM_018909	PCDHA6
NM_018910	PCDHA7
NM_018905	PCDHA2
NM_018900	PCDHA1
NM_018901	PCDHA10
NM_018898	PCDHAC1
NM_018907	PCDHA4
NM_018906	PCDHA3
NM_018908	PCDHA5
NM_018904	PCDHA13
NM_031411	PCDHA1
NM_031849	PCDHA6
NM_031860	PCDHA10
NM_018902	PCDHA11
NM_022481	ARAP3
NM_018919	PCDHGA6
NM_003736	PCDHGB4
NM_018916	PCDHGA3
NM_018923	PCDHGB2
NM_018920	PCDHGA7
NM_018917	PCDHGA4
NM_001079812	DIAPH1
NM_005219	DIAPH1
NM_018922	PCDHGB1
NM_001204265	NR3C1
NM_001204261	NR3C1
NM_001018077	NR3C1
NM_001020825	NR3C1
NM_152550	SH3RF2
NM_018989	RBM27
NM_001271948	PPP2R2B
NR_073527	PPP2R2B
NM_006706	TCERG1
NM_001287740	STK32A
NR_073526	PPP2R2B
NM_001195290	SPINK6
NM_014790	JAKMIP2
NM_006846	SPINK5
NM_001127698	SPINK5
NM_001270934	JAKMIP2
NR_105057	LOC102546294
NM_001282282	JAKMIP2
NM_024577	SH3TC2
NR_104445	HTR4
NM_014945	ABLIM3
NM_001172699	PPARGC1B
NM_000440	PDE6A
NM_001172698	PPARGC1B
NM_014983	HMGXB3
NM_133263	PPARGC1B
NM_001804	CDX1
NM_015621	CCDC69
NM_078483	SLC36A1
NM_018047	RBM22
NM_020167	NMUR2
NM_198321	GALNT10
NM_015465	GEMIN5
NM_001252156	GEMIN5
NM_001128209	SGCD
NM_005546	ITK
NM_001099287	NIPAL4
NM_014376	CYFIP2
NM_001172292	NIPAL4
NR_109888	LOC101927697
NM_001199381	RNF145
NM_144726	RNF145
NM_001199383	RNF145
NM_001199382	RNF145
NR_109891	LOC101927766
NM_001267035	PWWP2A
NM_025153	ATP10B
NM_052927	PWWP2A
NM_031908	C1QTNF2
NM_021911	GABRB2
NM_000813	GABRB2
NM_001271946	SLIT3
NM_004946	DOCK2
NM_001129891	FAM196B
NM_014592	KCNIP1
NM_022897	RANBP17
NM_033645	FBXW11
NM_012300	FBXW11
NM_005990	STK10
NM_033644	FBXW11
NM_001017995	SH3PXD2B
NM_001142651	NEURL1B
NM_001031711	ERGIC1
NM_003714	STC2
NM_198567	SIMC1
NM_014613	FAF2
NM_052899	GPRIN1
NM_006650	CPLX2
NM_001199297	UIMC1
NM_001167579	SLC34A1
NM_003052	SLC34A1
NM_022455	NSD1
NM_001190946	FAM193B
NM_016290	UIMC1
NR_024019	FAM193B
NM_133369	UNC5A
NR_026921	LOC202181
NM_173465	COL23A1
NR_038353	FAM153C
NM_014244	ADAMTS2
NM_001178090	ZNF454
NM_021599	ADAMTS2
NM_014757	MAML1
NM_001114618	MGAT1
NM_001114617	MGAT1
NM_139068	MAPK9
NM_002752	MAPK9
NM_002406	MGAT1
NM_175062	RASGEF1C
NM_001114619	MGAT1
NM_152547	BTNL9
NM_052909	PLEKHG4B
NM_145265	CCDC127
NM_001080478	LRRC14B
NM_004168	SDHA
NM_013232	PDCD6
NM_001267557	PDCD6
NR_073609	PDCD6
NR_104613	LOC102467073
NM_001267556	PDCD6
NM_007277	EXOC3
NR_024158	PP7080
NM_018140	CEP72
NR_103444	LOC100996325
NM_007030	TPPP
NM_024786	ZDHHC11
NM_001166260	TRIP13
NM_023924	BRD9
NR_027633	BRD9
NM_033120	NKD2
NR_104615	LOC100506688
NR_104614	LOC100506688
NM_006598	SLC12A7
NR_109911	CTD-3080P12.3
NM_001193376	TERT
NM_182632	SLC6A18
NM_001003841	SLC6A19
NM_198253	TERT
NM_030782	CLPTM1L
NM_024830	LPCAT1
NR_003713	LOC728613
NM_016358	IRX4
NM_001278634	IRX4
NM_001278635	IRX4
NR_109912	CTD-2194D22.4
NM_001278633	IRX4
NM_033267	IRX2
NM_001134222	IRX2
NR_104617	LINC01377
NR_033898	LINC01019
NR_104618	LINC01017
NM_024337	IRX1
NR_109915	CTD-2297D10.2
NR_028351	FLJ33360
NM_001145161	UBE2QL1
NM_001047	SRD5A1
NM_001193455	NSUN2
NR_024423	LINC01018
NR_024424	LINC01018
NM_001171806	PAPD7
NM_001171805	PAPD7
NR_103771	LOC100505625
NR_033906	LOC442132
NM_001089584	C5orf49
NR_039989	MIR4458HG
NR_045196	SNHG18
NM_019599	TAS2R1
NM_001258389	FAM173B
NM_001258388	FAM173B
NM_012073	CCT5
NM_138809	CMBL
NR_047668	FAM173B
NR_047670	FAM173B
NR_047669	FAM173B
NM_031916	ROPN1L
NR_102746	ROPN1L-AS1
NM_019018	FAM105A
NR_046285	LOC100130744
NM_006317	BASP1
NM_001271606	BASP1
NR_033975	LOC401177
NR_027027	GUSBP1
NM_020227	PRDM9
NR_037896	LOC340107
NR_038848	LINC01021
NR_109948	LOC101929645
NM_018356	C5orf22
NM_006713	SUB1
NR_033832	LOC340113
NM_152295	TARS
NM_001258438	TARS
NM_016568	RXFP3
NM_001167595	AMACR
NM_014324	AMACR
NM_181435	C1QTNF3
NM_194283	DNAJC21
NM_002853	RAD1
NR_026591	RAD1
NM_031900	AGXT2
NM_001204314	PRLR
NM_002185	IL7R
NM_001171873	UGT3A1
NM_152404	UGT3A1
NM_001007527	LMBRD2
NM_153013	NADK2
NM_001085411	NADK2
NM_004172	SLC1A3
NM_001166696	SLC1A3
NR_046262	NIPBL-AS1
NM_000514	GDNF
NM_001278098	GDNF
NR_103442	GDNF-AS1
NR_103441	GDNF-AS1
NR_046219	EGFLAM-AS4
NR_102749	EGFLAM-AS2
NR_103553	LIFR-AS1
NM_001343	DAB2
NM_012382	TTC33
NM_000958	PTGER4
NM_032587	CARD6
NR_037665	LOC100506548
NM_000997	RPL37
NM_000587	C7
NR_046635	OXCT1-AS1
NR_104636	LOC101926960
NR_104635	LOC101926960
NR_034127	LOC100132356
NR_015447	LOC153684
NR_034086	LOC648987
NR_034085	LOC648987
NR_102752	LOC100506639
NR_104649	LOC648987
NM_001014279	ANXA2R
NM_001098272	HMGCS1
NM_182789	PAIP1
NR_073113	NNT-AS1
NM_006451	PAIP1
NM_016640	MRPS30
NM_198449	EMB
NR_104653	LOC100287592
NM_002202	ISL1
NR_046243	LOC642366
NM_015946	PELO
NM_176806	MOCS2
NR_034107	LOC257396
NM_006350	FST
NM_013409	FST
NM_001145427	SNX18
NM_052870	SNX18
NM_001102575	SNX18
NR_104662	LOC102467081
NM_001135604	ESM1
NM_002104	GZMK
NM_001190787	MCIDAS
NM_001145734	CDC20B
NM_152623	CDC20B
NR_031572	MIR449C
NM_001008397	GPX8
NM_021147	CCNO
NR_001575	RNF138P1
NM_175767	IL6ST
NM_002184	IL6ST
NM_001190981	IL6ST
NR_102755	FLJ31104
NR_104664	LOC102467147
NM_005921	MAP3K1
NM_153706	SETD9
NM_001171990	SETD9
NM_001017992	ACTBL2
NR_104668	LOC101928505
NM_152687	GAPT
NM_001252226	PLK2
NM_006622	PLK2
NR_109904	LOC101928600
NR_024617	PART1
NR_028509	PART1
NM_001104558	ELOVL7
NM_024930	ELOVL7
NM_000082	ERCC8
NM_001048249	SMIM15
NR_109908	CTC-436P18.1
NR_109910	LOC101928651
NM_014473	DIMT1
NM_000524	HTR1A
NM_173829	SREK1IP1
NM_001164442	FAM159B
NM_001267038	CENPK
NM_020726	NLN
NM_001270493	SREK1
NM_001077199	SREK1
NM_005582	CD180
NM_181504	PIK3R1
NM_181524	PIK3R1
NM_024055	SLC30A5
NM_001251969	SLC30A5
NM_022909	CENPH
NM_031966	CCNB1
NM_033281	MRPS36
NM_001015891	AK6
NM_176816	CCDC125
NM_001015892	TAF9
NM_001244734	MARVELD2
NM_001038603	MARVELD2
NR_027439	LOC100272216
NM_001042490	GTF2H2C_2
NM_022877	SMN2
NM_022876	SMN2
NR_073404	LOC441081
NM_022978	SERF1B
NM_021967	SERF1A
NM_022877	SMN2
NM_022876	SMN2
NM_022892	NAIP
NM_004536	NAIP
NR_003922	PMCHL2
NM_004291	CARTPT
NM_152625	ZNF366
NR_105008	LOC102503427
NM_002270	TNPO1
NM_153188	TNPO1
NM_001161342	TMEM171
NM_173490	TMEM171
NM_153217	TMEM174
NM_004472	FOXD1
NM_001207	BTF3
NM_001037637	BTF3
NR_105010	LINC01333
NR_105009	LINC01335
NM_000521	HEXB
NM_015566	FAM169A
NR_046462	FAM169A
NM_014886	NSA2
NR_073403	NSA2
NM_016591	GCNT4
NM_001276713	ANKDD1B
NM_004101	F2RL2
NR_028375	NCRUPAR
NM_001256566	F2RL2
NM_005242	F2RL1
NM_001882	CRHBP
NM_018046	AGGF1
NM_032367	ZBED3
NM_018268	WDR41
NM_032109	OTP
NM_001713	BHMT
NM_152405	JMY
NM_173797	PAPD4
NM_001010891	MTX3
NR_109930	CTD-2201I18.1
NM_001174072	SERINC5
NM_032567	SPZ1
NR_004845	LOC644936
NM_014733	ZFYVE16
NM_001105251	ZFYVE16
NM_001284237	ZFYVE16
NM_000791	DHFR
NM_001190470	MTRNR2L2
NM_001004441	ANKRD34B
NR_105015	RASGRF2-AS1
NR_034121	CKMT2-AS1
NM_001131035	ZCCHC9
NR_034122	CKMT2-AS1
NM_001025	RPS23
NM_174909	TMEM167A
NM_001239	CCNH
NM_203406	MBLAC2
NM_020801	ARRDC3
NR_103549	LUCAT1
NR_103548	LUCAT1
NR_109819	NR2F1-AS1
NM_153216	POU5F2
NM_199243	GPR150
NM_001131065	RFESD
NM_173362	RFESD
NM_031952	SPATA9
NM_014899	RHOBTB3
NR_026936	LINC01554
NM_000439	PCSK1
NM_016442	ERAP1
NM_001198541	ERAP1
NM_001040458	ERAP1
NM_001130140	ERAP2
NM_022350	ERAP2
NM_018343	RIOK2
NM_001159749	RIOK2
NR_033932	RGMB-AS1
NM_001012761	RGMB
NR_027503	LOC100133050
NM_005668	ST8SIA4
NM_175052	ST8SIA4
NR_046368	LINC01023
NM_014819	PJA2
NR_033175	LOC100289673
NM_139281	WDR36
NM_001142477	NREP
NM_001142476	NREP
NM_001142483	NREP
NR_027706	EPB41L4A-AS2
NR_104673	LOC102467216
NM_000038	APC
NM_005669	REEP5
NM_032028	TSSK1B
NM_018700	TRIM36
NM_001017397	TRIM36
NM_001040440	CCDC112
NM_020177	FEM1C
NM_021649	TICAM2
NM_001801	CDO1
NR_033363	ATG12
NR_033362	ATG12
NM_001277783	ATG12
NM_004707	ATG12
NM_001195581	ARL14EPL
NR_104675	LOC101927190
NR_104609	LOC100505811
NM_014350	TNFAIP8
NM_001286813	TNFAIP8
NM_001286814	TNFAIP8
NM_001199292	HSD17B4
NM_001199291	HSD17B4
NM_177478	FTMT
NM_152546	SRFBP1
NM_002317	LOX
NM_207317	ZNF474
NR_051996	MGC32805
NM_000943	PPIC
NM_001136239	PRDM6
NR_105039	LOC101927488
NM_001202404	ALDH7A1
NM_001182	ALDH7A1
NM_207408	TEX43
NM_005573	LMNB1
NM_001164479	C5orf63
NM_001127385	CTXN3
NM_001048252	CTXN3
NM_001046	SLC12A2
NM_001256461	SLC12A2
NR_046207	SLC12A2
NM_016048	ISOC1
NM_181705	LYRM7
NM_005340	HINT1
NM_000588	IL3
NR_047470	P4HA2-AS1
NM_001017973	P4HA2
NM_003059	SLC22A4
NR_045116	C5orf56
NM_002198	IRF1
NM_005732	RAD50
NM_172348	IL4
NM_001098811	SEPT8
NM_002188	IL13
NM_001287252	CCNI2
NM_015146	SEPT8
NM_001098813	SEPT8
NM_007054	KIF3A
NM_014402	UQCRQ
NM_133456	SHROOM1
NM_001172700	SHROOM1
NM_175873	SOWAHA
NM_017665	ZCCHC10
NM_002154	HSPA4
NM_003374	VDAC1
NR_036625	VDAC1
NM_003202	TCF7
NM_001134851	TCF7
NM_002715	PPP2CA
NM_201634	TCF7
NR_033449	TCF7
NM_003337	UBE2B
NM_080656	CDKN2AIPNL
NR_105044	LOC102546229
NM_015288	JADE2
NR_105045	LOC101927934
NM_001252231	SEC24A
NM_021982	SEC24A
NM_001135586	C5orf24
NM_178019	CATSPER3
NM_032151	PCBD2
NM_002653	PITX1
NR_105050	C5orf66-AS1
NR_105049	C5orf66-AS1
NR_037895	C5orf66-AS2
NM_001040158	H2AFY
NM_130848	DCANP1
NM_006161	NEUROG1
NM_004887	CXCL14
NM_145282	SLC25A48
NR_026763	SMAD5-AS1
NM_001001420	SMAD5
NM_006805	HNRNPA0
NM_058244	WNT8A
NM_004661	CDC23
NM_001496	GFRA3
NM_005733	KIF20A
NM_001964	EGR1
NM_004730	ETF1
NM_016606	REEP2
NM_001256302	ETF1
NR_073448	REEP2
NM_004134	HSPA9
NM_001194956	MATR3
NR_003141	SNHG4
NR_036536	SNHG4
NM_018834	MATR3
NM_001282278	MATR3
NM_152685	SLC23A1
NM_152686	DNAJC18
NM_005847	SLC23A1
NM_001161546	PROB1
NM_194296	SPATA24
NM_198282	TMEM173
NM_003339	UBE2D2
NM_016463	CXXC5
NM_181838	UBE2D2
NM_005859	PURA
NR_102741	LINC01024
NR_102739	LINC01024
NR_102740	LINC01024
NM_024668	ANKHD1
NM_133173	APBB3
NM_006051	APBB3
NM_001035235	SRA1
NR_045587	SRA1
NM_144723	ZMAT2
NM_017706	WDR55
NM_194249	DND1
NR_033697	NDUFA2
NM_006083	IK
NM_031852	PCDHA7
NM_031410	PCDHA1
NM_031501	PCDHA5
NM_031500	PCDHA4
NM_031856	PCDHA8
NM_031497	PCDHA3
NM_031495	PCDHA2
NM_014005	PCDHA9
NM_031848	PCDHA6
NM_031496	PCDHA2
NM_031859	PCDHA10
NM_031865	PCDHA13
NM_031883	PCDHAC2
NM_031861	PCDHA11
NM_031864	PCDHA12
NM_018936	PCDHB2
NM_018938	PCDHB4
NM_018937	PCDHB3
NM_018933	PCDHB13
NM_018932	PCDHB12
NM_018931	PCDHB11
NM_018930	PCDHB10
NR_001280	PCDHB17
NR_001282	PCDHB19P
NM_018935	PCDHB15
NM_018940	PCDHB7
NM_019119	PCDHB9
NM_018934	PCDHB14
NM_015669	PCDHB5
NM_019120	PCDHB8
NM_020957	PCDHB16
NM_018939	PCDHB6
NR_001281	PCDHB18
NM_032098	PCDHGB4
NM_031993	PCDHGA1
NM_005642	TAF7
NM_032009	PCDHGA2
NM_032096	PCDHGB2
NM_032095	PCDHGB1
NM_032086	PCDHGA6
NM_032011	PCDHGA3
NM_032097	PCDHGB3
NM_031947	SLC25A2
NM_018926	PCDHGB6
NM_032099	PCDHGB5
NM_032088	PCDHGA8
NM_003735	PCDHGA12
NR_001297	PCDHGB8P
NM_018927	PCDHGB7
NM_032094	PCDHGA12
NM_018914	PCDHGA11
NM_032407	PCDHGC5
NM_018925	PCDHGB5
NM_032402	PCDHGC3
NM_032091	PCDHGA11
NM_032101	PCDHGB7
NM_032100	PCDHGB6
NM_032090	PCDHGA10
NM_032089	PCDHGA9
NM_003883	HDAC3
NM_173828	RELL2
NM_033449	FCHSD1
NM_001130029	RELL2
NM_002587	PCDH1
NR_033244	LOC729080
NM_183399	RNF14
NM_016580	PCDH12
NM_014773	KIAA0141
NM_183398	RNF14
NM_183400	RNF14
NM_005471	GNPDA1
NM_001142603	KIAA0141
NM_001201365	RNF14
NM_183401	RNF14
NM_030571	NDFIP1
NM_030964	SPRY4
NM_001127496	SPRY4
NM_001144935	FGF1
NM_033137	FGF1
NM_001257205	FGF1
NM_001257210	FGF1
NM_001257209	FGF1
NR_046680	ARHGAP26-AS1
NM_030799	YIPF5
NM_001024947	YIPF5
NM_001080516	GRXCR2
NM_001029869	PLAC8L1
NM_020117	LARS
NM_002700	POU4F3
NR_038902	JAKMIP2-AS1
NM_206966	C5orf46
NM_030793	FBXO38
NM_000024	ADRB2
NM_014443	IL17B
NM_152407	GRPEL2
NM_024028	PCYOX1L
NM_152406	AFAP1L1
NM_001146337	AFAP1L1
NR_105060	MIR143HG
NR_105059	MIR143HG
NM_001001669	ARHGEF37
NM_030953	TIGD6
NM_000112	SLC26A2
NM_001243253	TIGD6
NM_002609	PDGFRB
NR_109969	CSF1R
NM_001288705	CSF1R
NM_014228	SLC6A7
NM_015981	CAMK2A
NM_171825	CAMK2A
NM_001012301	ARSI
NM_001135243	TCOF1
NM_001543	NDST1
NM_001025071	RPS14
NM_001166209	SYNPO
NM_001166208	SYNPO
NM_001109974	SYNPO
NM_007286	SYNPO
NM_133371	MYOZ3
NM_001122853	MYOZ3
NM_032947	SMIM3
NM_001135644	DCTN4
NM_001135643	DCTN4
NR_026867	ZNF300P1
NM_001145805	IRGM
NM_002084	GPX3
NM_001252390	TNIP1
NM_006058	TNIP1
NM_001252392	TNIP1
NM_001193544	ANXA6
NM_001155	ANXA6
NM_000405	GM2A
NM_001167607	GM2A
NM_181774	SLC36A3
NM_001145017	SLC36A3
NM_181776	SLC36A2
NM_001447	FAT2
NM_003118	SPARC
NM_001278082	LOC100652758
NM_005754	G3BP1
NM_001131063	SAP30L
NR_037897	SAP30L-AS1
NM_004821	HAND1
NR_024084	SAP30L
NM_032385	FAXDC2
NM_004779	CNOT8
NM_014180	MRPL22
NM_001099293	KIF4B
NM_001014990	MRPL22
NR_038443	PPP1R2P3
NM_001173393	HAVCR1
NM_130899	FAM71B
NM_001001343	FNDC9
NM_178424	SOX30
NM_001145132	C5orf52
NM_007017	SOX30
NM_017872	THG1L
NM_014666	CLINT1
NM_173491	LSM11
NR_109890	LOC101927740
NM_002187	IL12B
NM_024565	CCNJL
NR_036095	MIR3142
NM_006425	SLU7
NR_027111	LOC285629
NM_000811	GABRA6
NM_001127644	GABRA1
NM_198904	GABRG2
NM_145266	NUDCD2
NM_182796	MAT2B
NM_013283	MAT2B
NR_105065	LOC102546299
NM_024594	PANK3
NM_002887	RARS
NR_024356	FBLL1
NM_012188	FOXI1
NM_144769	FOXI1
NR_108022	LINC01187
NR_109899	CTD-2270F17.1
NR_108024	LINC01366
NM_014211	GABRP
NM_021025	TLX3
NM_199185	NPM1
NM_002520	NPM1
NM_001037738	NPM1
NM_004417	DUSP1
NM_003945	ATP6V0E1
NR_026682	LOC100268168
NM_013978	BNIP1
NM_004387	NKX2-5
NM_001166176	NKX2-5
NM_001166175	NKX2-5
NR_027109	LOC285593
NR_027108	LOC285593
NM_001159651	BOD1
NM_138369	BOD1
NM_030627	CPEB4
NM_001144954	C5orf47
NM_015980	HMP19
NM_002449	MSX2
NR_046113	FLJ16171
NM_000794	DRD1
NM_022754	SFXN1
NM_001008220	CPLX2
NR_103794	LOC100996385
NR_036494	LOC643201
NM_001079684	KIAA1191
NM_173664	ARL10
NR_109798	KIAA1191
NM_017675	CDHR2
NM_001171976	CDHR2
NM_014901	RNF44
NM_130465	TSPAN17
NM_012171	TSPAN17
NM_003085	SNCB
NM_001099408	EIF4E1B
NM_001001502	SNCB
NR_108030	LINC01574
NM_002115	HK3
NM_002011	FGFR4
NM_012279	ZNF346
NM_213647	FGFR4
NM_031300	MXD3
NM_006480	RGS14
NM_013237	PRELID1
NM_006816	LMAN2
NM_001142935	MXD3
NR_109790	RAB24
NM_001031677	RAB24
NM_001271828	PRELID1
NM_001174102	PRR7
NM_001174101	PRR7
NM_001144876	DOK3
NM_000505	F12
NM_080881	DBN1
NM_024872	DOK3
NM_002082	GRK6
NM_005451	PDLIM7
NM_004395	DBN1
NR_038915	PRR7-AS1
NM_001029886	PFN3
NM_001004106	GRK6
NM_001004105	GRK6
NM_007255	B4GALT7
NM_173663	FAM153A
NR_003615	LOC728554
NM_006261	PROP1
NM_015111	N4BP3
NM_017838	NHP2
NR_003281	GMCL1P1
NM_004499	HNRNPAB
NR_103509	PHYKPL
NM_005649	ZNF354A
NR_024035	AACSP1
NM_058230	ZNF354B
NM_030613	ZFP2
NM_000843	GRM6
NM_001136116	ZNF879
NM_025158	RUFY1
NM_001040451	RUFY1
NM_001746	CANX
NM_001142306	C5orf60
NM_001142298	SQSTM1
NM_003900	SQSTM1
NM_054013	MGAT4B
NM_014275	MGAT4B
NM_145867	LTC4S
NM_005110	GFPT2
NM_182925	FLT4
NM_002020	FLT4
NM_152283	ZFP62
NR_045680	HEIH
NR_045678	LINC00847
NR_045679	LINC00847
NM_206880	OR2V2
NM_203295	TRIM7
NM_203294	TRIM7
NM_203296	TRIM7
NM_033549	TRIM41
NM_032765	TRIM52
NM_033342	TRIM7
NR_045218	TRIM41
NM_203297	TRIM7
NR_102762	TRIM52-AS1
NR_102761	TRIM52-AS1
NR_102759	TRIM52-AS1
NR_108031	LOC102577426
NR_028327	LOC100133331
NR_028325	LOC100132062
NR_028322	LOC100132287
NM_001005277	OR4F16
NR_028361	GGNBP1
NM_001136126	CCND3
NR_027908	LINC00336
NM_001199917	PGM3
NM_001199918	PGM3
NM_015599	PGM3
NM_001029884	PLEKHG1
NM_001164840	LYRM4
NM_001253846	GMDS
NM_020408	LYRM4
NM_001170693	CAGE1
NM_000129	F13A1
NR_026650	BPHL
NR_027115	LOC285768
NR_027116	LOC285768
NM_005493	RANBP9
NM_022113	KIF13A
NM_001105567	KIF13A
NM_017774	CDKAL1
NM_001105568	KIF13A
NM_001257357	RAB44
NM_024294	C6orf106
NM_001145777	FKBP5
NM_022758	C6orf106
NM_033112	RRP36
NM_181356	SUPT3H
NM_021572	ENPP5
NM_001261823	SUPT3H
NM_003599	SUPT3H
NM_001144770	DST
NM_012288	TRAM2
NM_183380	DST
NM_001142800	EYS
NM_152688	KHDRBS2
NM_001142801	EYS
NM_198283	EYS
NM_001160134	KCNQ5
NM_001160132	KCNQ5
NM_001159587	CD109
NM_001159588	CD109
NM_133493	CD109
NM_001166691	TTK
NM_004999	MYO6
NM_017934	PHIP
NM_014942	ANKRD6
NM_014895	CEP162
NM_145331	MAP3K7
NM_145333	MAP3K7
NM_006581	FUT9
NM_001286250	KLHL32
NM_001286254	KLHL32
NR_104421	KLHL32
NM_014845	FIG4
NM_005907	MAN1A1
NM_001251987	TRDN
NM_006073	TRDN
NR_104452	TBC1D32
NM_152730	TBC1D32
NM_001029858	SLC35F1
NM_001040214	NKAIN2
NM_018945	PDE7B
NM_001278724	IL20RA
NM_001278722	IL20RA
NM_170771	ALDH8A1
NM_022121	PERP
NM_016217	HECA
NM_001204076	KATNA1
NM_007124	UTRN
NM_001030060	SAMD5
NM_016108	AIG1
NM_001122742	ESR1
NM_017519	ARID1B
NM_020732	ARID1B
NM_000876	IGF2R
NM_013988	PARK2
NM_013987	PARK2
NM_004562	PARK2
NM_001080379	PACRG
NM_005922	MAP3K4
NM_001202550	WDR27
NM_182552	WDR27
NM_018303	EXOC2
NR_046000	IRF4
NM_002460	IRF4
NR_073064	EXOC2
NM_000904	NQO2
NR_046229	GMDS-AS1
NM_015482	SLC22A23
NM_021945	SLC22A23
NM_001286455	SLC22A23
NR_104448	SLC22A23
NM_001143970	CDYL
NM_004824	CDYL
NM_006567	FARS2
NM_001168344	RREB1
NR_026970	LY86-AS1
NM_001003699	RREB1
NM_001003700	RREB1
NM_001003698	RREB1
NM_001718	BMP6
NM_152551	SNRNP48
NR_038980	LOC100506207
NM_001142393	NEDD9
NM_145649	GCNT2
NM_004752	GCM2
NR_073131	NEDD9
NM_017770	ELOVL2
NM_145655	GCNT2
NM_002114	HIVEP1
NM_018988	GFOD1
NM_001242630	GFOD1
NM_001242628	GFOD1
NM_001242648	PHACTR1
NM_030948	PHACTR1
NM_004973	JARID2
NM_001267040	JARID2
NM_000332	ATXN1
NM_006877	GMPR
NM_001128164	ATXN1
NM_005124	NUP153
NM_001278209	NUP153
NM_006366	CAP2
NM_001278210	NUP153
NM_153042	KDM1B
NM_001243076	E2F3
NM_001080480	MBOAT1
NM_001949	E2F3
NR_103790	LINC00581
NM_001080	ALDH5A1
NM_001195610	DCDC2
NM_001168375	KIAA0319
NM_016356	DCDC2
NM_014809	KIAA0319
NM_001168374	KIAA0319
NM_170740	ALDH5A1
NM_014722	FAM65B
NM_001168376	KIAA0319
NM_005074	SLC17A1
NM_017640	LRRC16A
NR_003504	GUSBP2
NM_001197234	BTN2A1
NR_038992	LOC285819
NM_003447	ZNF165
NM_001010877	ZNF311
NR_024053	HCG18
NR_024052	HCG18
NR_102327	HCG18
NR_026751	ZNRD1-AS1
NR_102326	HCG18
NM_014641	MDC1
NM_025256	EHMT2
NM_025259	MSH5
NM_152735	ZBTB9
NM_145902	HMGA1
NM_145901	HMGA1
NM_001282847	GRM4
NM_001202470	RPS10-NUDT3
NM_001256811	GRM4
NM_000841	GRM4
NM_001256809	GRM4
NM_020804	PACSIN1
NM_145903	HMGA1
NM_001171820	PPARD
NM_001171819	PPARD
NM_001171818	PPARD
NM_003093	SNRPC
NM_015245	ANKS1A
NR_029472	SNRPC
NM_006238	PPARD
NM_003427	ZNF76
NM_001193476	SLC26A8
NM_015695	BRPF3
NM_182548	LHFPL5
NM_139012	MAPK14
NM_139014	MAPK14
NM_003017	SRSF3
NR_036610	SRSF3
NM_001286579	KCTD20
NR_104481	KCTD20
NM_173562	KCTD20
NM_138718	SLC26A8
NM_001286580	KCTD20
NR_104480	KCTD20
NM_003958	RNF8
NR_046399	RNF8
NM_183078	RNF8
NM_153487	MDGA1
NR_104443	TMEM217
NM_001286401	TMEM217
NM_016059	PPIL1
NM_152733	BTBD9
NM_006708	GLO1
NM_052893	BTBD9
NM_001172418	BTBD9
NM_021943	ZFAND3
NM_001099272	BTBD9
NM_003740	KCNK5
NM_001289020	KIF6
NM_020737	LRFN2
NM_007162	TFEB
NM_001271944	TFEB
NM_001286554	USP49
NM_001271943	TFEB
NM_006789	APOBEC2
NM_018561	USP49
NM_001012427	FOXP4
NM_138457	FOXP4
NM_001012426	FOXP4
NM_015255	UBR2
NM_001164446	C6orf132
NM_033502	TRERF1
NM_020750	XPO5
NM_032538	TTBK1
NM_001270398	PTK7
NM_001278478	RUNX2
NR_045672	CLIC5
NM_001024630	RUNX2
NM_001278739	CYP39A1
NM_005588	MEP1A
NM_001168359	TDRD6
NM_005822	RCAN2
